diseaseid,disease_name,disease_type,drug_id,drug_name,drug_type,approval_status
C0011849,diabetes mellitus,disease,CHEMBL406,indapamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL407,flumazenil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL408,troglitazone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL409,bicalutamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL12,diazepam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL13,metoprolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL411,diethylstilbestrol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL267936,mecamylamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL14,carbachol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL16,phenytoin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL413,sirolimus,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL269732,tacrolimus anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL415,clomipramine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL416,methoxsalen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL17,dichlorphenamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL18,ethoxzolamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL417,epirubicin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL19,methazolamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL20,acetazolamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL419,mafenide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL21,sulfanilamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL420,guanabenz,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL22,trimethoprim,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL6966,verapamil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL421,sulfasalazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL6466,coumarin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL23,diltiazem,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL24,atenolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL25,aspirin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL422,trifluoperazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL423,betaxolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL425,olsalazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL27,propranolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL6995,practolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL427,mechlorethamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL29,penicillin g,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL428,trovafloxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL30,cimetidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL31,gatifloxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL429,labetalol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL32,moxifloxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL33,levofloxacin anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL430,gemifloxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL431,spirapril,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL433,valproate sodium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL434,isoproterenol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL435,hydrochlorothiazide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL35,furosemide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL36,pyrimethamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL436,tolrestat,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL437,sulfathiazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL438,sulfamerazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL439,sulfadiazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL440,thiamylal,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL441,thiopental,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL268164,cyclobarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL442,ergotamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL38,tretinoin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL7413,methohexital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL40,phenobarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL41,fluoxetine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL443,sulfamethoxazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL42,clozapine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL445,nortriptyline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL446,sulfamethazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL447,secobarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL448,pentobarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL7568,quinacrine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL267894,amobarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL7728,hexobarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL449,butabarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL7863,aprobarbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL450,metharbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL451,chlordiazepoxide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL266349,melagatran,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL452,clonazepam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL453,sulfisoxazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL268869,sulfamethoxypyridazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL454,butalbital,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL455,sulfacetamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL43,amsacrine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL456,ethacrynic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL267744,ticrynafen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL457,gemfibrozil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL45,melatonin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL46,ondansetron,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL49,buspirone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL459,methyldopa,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL460,molindone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL53,apomorphine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL54,haloperidol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL55,pentamidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL463,aminohippuric acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL464,etretinate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL57,nevirapine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL465,dronabinol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL58,mitoxantrone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL59,dopamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL467,hydroxyurea,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL61,podofilox,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL64,isoniazid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL468,thalidomide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL469,ketorolac,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL471,sotalol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL472,glyburide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL9225,hexestrol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL473,dofetilide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL476,dacarbazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL477,adenosine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL479,thioridazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL480,lansoprazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL481,irinotecan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL70,morphine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL485,codeine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL71,chlorpromazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL72,desipramine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL488,aminoglutethimide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL74,cromolyn sodium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL76,chloroquine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL490,paroxetine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL416146,etoricoxib,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL79,lidocaine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL492,etidocaine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL80,naloxone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL81,raloxifene,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL83,tamoxifen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL493,bromocriptine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL494,iloprost,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL84,topotecan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL85,risperidone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL428880,cromolyn,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL86,metoclopramide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL428647,paclitaxel,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL495,alprostadil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL496,hexachlorophene,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL497,clioquinol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL10878,agomelatine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL88,cyclophosphamide anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL498,chlorpropamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL499,timolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL500,pindolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL11359,cisplatin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL276832,hydralazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL501,amphetamine sulfate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL267345,amphotericin b,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL90,histamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL91,miconazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL92,docetaxel anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL93,zileuton,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL95,tacrine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL502,donepezil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL503,lovastatin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL11662,ozagrel,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL269644,acetanilide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL504,dimethyl sulfoxide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL505,chlorpheniramine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL506,primaquine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL509,meclofenamic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL511,pyrilamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL12713,sertindole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL513,carmustine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL514,lomustine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL515,chlorambucil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL516,cyproheptadine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL12856,inamrinone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL517,disopyramide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL98,vorinostat,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL521,ibuprofen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL13376,clometacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL13280,flunitrazepam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL524,methoxamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL526,propofol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL527,piroxicam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL528,ceftizoxime,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL101,phenylbutazone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL529,azithromycin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL530,amdinocillin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL531,pergolide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL532,erythromycin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL533,ibutilide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL103,progesterone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL534,ketotifen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL535,sunitinib,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL537,hydroquinone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL539,acetic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL14060,phenol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL544,mequinol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL104,clotrimazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL105,mitomycin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL545,alcohol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL546,oxprenolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL106,fluconazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL547,isotretinoin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL14376,iloperidone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL548,dinoprostone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL278020,neostigmine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL14370,reboxetine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL549,citalopram,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL550,pilocarpine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL107,colchicine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL553,erlotinib,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL554,lapatinib,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL108,carbamazepine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL109,valproic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL277100,temafloxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL110,benznidazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL556,deferoxamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL558,mexiletine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL559,dextrothyroxine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL111,rimonabant,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL273575,nomifensine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL561,lomefloxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL562,griseofulvin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL563,flurbiprofen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL564,promazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL565,clofibrate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL112,acetaminophen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL113,caffeine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL16073,phenacetin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL567,perphenazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL568,oxazepam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL15770,sulindac,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL15677,fenclofenac,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL276520,indalpine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL569,procaine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL570,triflupromazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL571,ketoprofen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL572,nitrofurantoin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL15870,indoprofen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL15891,lindane,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL573,niacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL575,methicillin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL16080,trichloroethane,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL577,enalaprilat anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL578,enalapril,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL580,lorazepam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL582,isopropyl alcohol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL583,grepafloxacin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL114,saquinavir,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL115,indinavir anhydrous,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL584,nelfinavir,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL116,amprenavir,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL585,triamterene,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL16476,pronetalol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL118,celecoxib,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL119,trimetrexate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL588,fenoldopam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL589,ropinirole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL590,menadione,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL591,ethchlorvynol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL17157,terfenadine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL592,levorphanol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL593,delavirdine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL594,emedastine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL595,pioglitazone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL596,fentanyl,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL121,rosiglitazone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL17879,maralixibat chloride,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL17860,lofexidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL597,phentolamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL18442,plerixafor,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL18116,toloxatone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL599,meloxicam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL600,acetylcysteine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL601,aminolevulinic acid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL602,cysteamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL19019,naltrexone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL603,zafirlukast,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL276568,"cefprozil anhydrous, (e)-",Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL122,rofecoxib,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL19236,moxonidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL604,cupric sulfate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL605,procainamide hydrochloride,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL606,misoprostol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL278623,macimorelin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL607,meperidine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL282052,methaqualone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL608,probucol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL19299,loxoprofen,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL609,trientine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL19490,zomepirac,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL611,terazosin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL19393,levamfetamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL612,dextroamphetamine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL282724,sitaxentan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL614,pyrazinamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL19449,ibudilast,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL282042,saquinavir mesylate,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL615,penicillin v,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL617,cephalothin,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL125,miltefosine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL126,linezolid,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL620,clidinium,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL127,meropenem,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL621,trazodone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL622,etodolac,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL21333,pranlukast,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL623,nefazodone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL625,thiabendazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL21536,xanomeline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL626,naftifine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL628,pentoxifylline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL629,amitriptyline,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL21869,dibromsalan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL24944,tribromsalan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL128,sumatriptan,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL631,propafenone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL632,betamethasone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL633,amiodarone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL634,alfentanil,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL635,prednisone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL636,rivastigmine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL637,venlafaxine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL129,zidovudine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL638,voriconazole,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL639,azelastine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL130,chloramphenicol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL640,procainamide,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL641,atomoxetine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL642,acebutolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL643,promethazine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL131,prednisolone,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL644,trimipramine,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL645,bisoprolol,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL646,triazolam,Small molecule,Investigational
C0011849,diabetes mellitus,disease,CHEMBL647,apraclonidine,Small molecule,Investigational
